condition,factor,seed,layer,conflict_n,counterfactual_follow,random_follow,target_probe_transfer,offtarget_probe_stability,world_prediction_stability,policy_change_rate,cf_policy_change_rate
unified_multitask,beneficiary,16120.0,1.0,1903.0,0.0,0.0,0.5113333333333333,0.9993333333333334,0.9995,0.0,0.6343333333333333
unified_multitask,concern,16120.0,1.0,1766.0,0.04699886749716874,0.0033975084937712344,1.0,0.6305000000000001,0.9568333333333333,0.050666666666666665,0.5886666666666667
unified_multitask,identity,16120.0,1.0,1644.0,0.0,0.0006082725060827251,0.498,0.9995,0.9998888888888889,0.0,0.548
