seed,target_factor,layer,source_patch,phase,phase_name,conflict_n,follow,policy_change,outcome_change_mae
16142,beneficiary,1,concern_context,0,continuity,0,,0.0,0.0002066011802526
16142,beneficiary,1,concern_context,1,allocation,112,0.0,0.0,0.0014315011212602
16142,beneficiary,1,concern_context,2,protection,0,,0.0,0.0127564622089266
16142,beneficiary,1,concern_context,3,integrated,85,0.0,0.0,0.0094347260892391
16142,beneficiary,1,entities,0,continuity,0,,0.0,0.0006791772902943
16142,beneficiary,1,entities,1,allocation,112,0.0,0.0,0.0060642259195446
16142,beneficiary,1,entities,2,protection,0,,0.0,0.0015982213662937
16142,beneficiary,1,entities,3,integrated,85,0.0,0.0,0.0015727039426565
16142,beneficiary,1,phase0,0,continuity,0,,0.0,0.0006255628541111
16142,beneficiary,1,phase0,1,allocation,112,0.0,0.0,9.558817691868172e-05
16142,beneficiary,1,phase0,2,protection,0,,0.0,6.348318129312247e-05
16142,beneficiary,1,phase0,3,integrated,85,0.0,0.0,0.0001579817326273
16142,beneficiary,1,phase1,0,continuity,0,,0.0,0.0015219731722027
16142,beneficiary,1,phase1,1,allocation,112,1.0,0.7466666666666667,0.2775465846061706
16142,beneficiary,1,phase1,2,protection,0,,0.0,0.0066999387927353
16142,beneficiary,1,phase1,3,integrated,85,0.4117647058823529,0.2866666666666667,0.0612503066658973
16142,beneficiary,1,phase2,0,continuity,0,,0.0,2.569613207015209e-05
16142,beneficiary,1,phase2,1,allocation,112,0.0,0.0,0.0001894616725621
16142,beneficiary,1,phase2,2,protection,0,,0.0,0.0129499034956097
16142,beneficiary,1,phase2,3,integrated,85,0.0,0.0,0.0003009112551808
16142,beneficiary,1,phase3,0,continuity,0,,0.0,0.0001957581989699
16142,beneficiary,1,phase3,1,allocation,112,0.0,0.0,0.0066273915581405
16142,beneficiary,1,phase3,2,protection,0,,0.0,0.0106245214119553
16142,beneficiary,1,phase3,3,integrated,85,0.2,0.1733333333333333,0.0659067928791046
16142,beneficiary,1,all_phases,0,continuity,0,,0.0,0.0016575105255469
16142,beneficiary,1,all_phases,1,allocation,112,1.0,0.7466666666666667,0.2797075808048248
16142,beneficiary,1,all_phases,2,protection,0,,0.0,0.0146839981898665
16142,beneficiary,1,all_phases,3,integrated,85,0.7647058823529411,0.4866666666666667,0.04510498046875
16142,beneficiary,2,identity_role,0,continuity,0,,0.0,0.0
16142,beneficiary,2,identity_role,1,allocation,112,0.0,0.0,0.0
16142,beneficiary,2,identity_role,2,protection,0,,0.0,0.0
16142,beneficiary,2,identity_role,3,integrated,85,0.0,0.0,0.0
16142,beneficiary,2,beneficiary_role,0,continuity,0,,0.0,0.0
16142,beneficiary,2,beneficiary_role,1,allocation,112,0.0,0.0,0.0
16142,beneficiary,2,beneficiary_role,2,protection,0,,0.0,0.0
16142,beneficiary,2,beneficiary_role,3,integrated,85,0.0,0.0,0.0
16142,beneficiary,2,concern_context,0,continuity,0,,0.0,0.0
16142,beneficiary,2,concern_context,1,allocation,112,0.0,0.0,0.0
16142,beneficiary,2,concern_context,2,protection,0,,0.0,0.0
16142,beneficiary,2,concern_context,3,integrated,85,0.0,0.0,0.0
16142,beneficiary,2,entities,0,continuity,0,,0.0,0.0
16142,beneficiary,2,entities,1,allocation,112,0.0,0.0,0.0
16142,beneficiary,2,entities,2,protection,0,,0.0,0.0
16142,beneficiary,2,entities,3,integrated,85,0.0,0.0,0.0
16142,beneficiary,2,phase0,0,continuity,0,,0.0,0.0028066709637641
16142,beneficiary,2,phase0,1,allocation,112,0.0,0.0,0.0
16142,beneficiary,2,phase0,2,protection,0,,0.0,0.0
16142,beneficiary,2,phase0,3,integrated,85,0.0,0.0,0.0
16142,beneficiary,2,phase1,0,continuity,0,,0.0,0.0
16142,beneficiary,2,phase1,1,allocation,112,1.0,0.7466666666666667,0.2477028667926788
16142,beneficiary,2,phase1,2,protection,0,,0.0,0.0
16142,beneficiary,2,phase1,3,integrated,85,0.0,0.0,0.0
16142,beneficiary,2,phase2,0,continuity,0,,0.0,0.0
16142,beneficiary,2,phase2,1,allocation,112,0.0,0.0,0.0
16142,beneficiary,2,phase2,2,protection,0,,0.0,0.0183359626680612
16142,beneficiary,2,phase2,3,integrated,85,0.0,0.0,0.0
16142,beneficiary,2,phase3,0,continuity,0,,0.0,0.0
16142,beneficiary,2,phase3,1,allocation,112,0.0,0.0,0.0
16142,beneficiary,2,phase3,2,protection,0,,0.0,0.0
16142,beneficiary,2,phase3,3,integrated,85,1.0,0.5666666666666667,0.0383024588227272
16142,beneficiary,2,all_phases,0,continuity,0,,0.0,0.0028066709637641
16142,beneficiary,2,all_phases,1,allocation,112,1.0,0.7466666666666667,0.2477028667926788
16142,beneficiary,2,all_phases,2,protection,0,,0.0,0.0183359626680612
16142,beneficiary,2,all_phases,3,integrated,85,1.0,0.5666666666666667,0.0383024588227272
16142,concern,0,identity_role,0,continuity,0,,0.0,0.0
16142,concern,0,identity_role,1,allocation,0,,0.0,0.0
16142,concern,0,identity_role,2,protection,121,0.0,0.0,0.0
16142,concern,0,identity_role,3,integrated,45,0.0,0.0,0.0
16142,concern,0,beneficiary_role,0,continuity,0,,0.0,0.0
16142,concern,0,beneficiary_role,1,allocation,0,,0.0,0.0
16142,concern,0,beneficiary_role,2,protection,121,0.0,0.0,0.0
16142,concern,0,beneficiary_role,3,integrated,45,0.0,0.0,0.0
16142,concern,0,concern_context,0,continuity,0,,0.0,0.0026937734801322
16142,concern,0,concern_context,1,allocation,0,,0.0,0.0129428226500749
16142,concern,0,concern_context,2,protection,121,1.0,0.8066666666666666,0.3474690020084381
16142,concern,0,concern_context,3,integrated,45,1.0,0.3,0.3404158055782318
16142,concern,0,entities,0,continuity,0,,0.0,0.0
16142,concern,0,entities,1,allocation,0,,0.0,0.0
16142,concern,0,entities,2,protection,121,0.0,0.0,0.0
16142,concern,0,entities,3,integrated,45,0.0,0.0,0.0
16142,concern,0,phase0,0,continuity,0,,0.0,0.0
16142,concern,0,phase0,1,allocation,0,,0.0,0.0
16142,concern,0,phase0,2,protection,121,0.0,0.0,0.0
16142,concern,0,phase0,3,integrated,45,0.0,0.0,0.0
16142,concern,0,phase1,0,continuity,0,,0.0,0.0
16142,concern,0,phase1,1,allocation,0,,0.0,0.0
16142,concern,0,phase1,2,protection,121,0.0,0.0,0.0
16142,concern,0,phase1,3,integrated,45,0.0,0.0,0.0
16142,concern,0,phase2,0,continuity,0,,0.0,0.0
16142,concern,0,phase2,1,allocation,0,,0.0,0.0
16142,concern,0,phase2,2,protection,121,0.0,0.0,0.0
16142,concern,0,phase2,3,integrated,45,0.0,0.0,0.0
16142,concern,0,phase3,0,continuity,0,,0.0,0.0
16142,concern,0,phase3,1,allocation,0,,0.0,0.0
16142,concern,0,phase3,2,protection,121,0.0,0.0,0.0
16142,concern,0,phase3,3,integrated,45,0.0,0.0,0.0
16142,concern,0,all_phases,0,continuity,0,,0.0,0.0
16142,concern,0,all_phases,1,allocation,0,,0.0,0.0
16142,concern,0,all_phases,2,protection,121,0.0,0.0,0.0
16142,concern,0,all_phases,3,integrated,45,0.0,0.0,0.0
16142,concern,1,identity_role,0,continuity,0,,0.0,0.001261874102056
16142,concern,1,identity_role,1,allocation,0,,0.0,0.0026926915161311
16142,concern,1,identity_role,2,protection,121,0.0,0.0,0.0009393286891281
16142,concern,1,identity_role,3,integrated,45,0.0,0.0,0.0066152578219771
16142,concern,1,beneficiary_role,0,continuity,0,,0.0,0.0002419389493297
16142,concern,1,beneficiary_role,1,allocation,0,,0.0,0.0048429495655
16142,concern,1,beneficiary_role,2,protection,121,0.0,0.0,0.0038224593736231
16142,concern,1,beneficiary_role,3,integrated,45,0.0,0.0,0.0075406827963888
16142,concern,1,concern_context,0,continuity,0,,0.0,0.0008804913377389
16142,concern,1,concern_context,1,allocation,0,,0.0,0.0076471702195703
16142,concern,1,concern_context,2,protection,121,0.1818181818181818,0.2333333333333333,0.3151105046272278
16142,concern,1,concern_context,3,integrated,45,0.6444444444444445,0.2,0.3025934994220733
16142,concern,1,entities,0,continuity,0,,0.0,0.0011802780209109
16142,concern,1,entities,1,allocation,0,,0.0,0.0099851842969655
16142,concern,1,entities,2,protection,121,0.0,0.0,0.0032974986825138
16142,concern,1,entities,3,integrated,45,0.0,0.0,0.0066531081683933
16142,concern,1,phase0,0,continuity,0,,0.0,0.001330177183263
16142,concern,1,phase0,1,allocation,0,,0.0,0.0002074472286039
16142,concern,1,phase0,2,protection,121,0.0,0.0,0.0003780728438869
16142,concern,1,phase0,3,integrated,45,0.0,0.0,0.0003765033616218
16142,concern,1,phase1,0,continuity,0,,0.0,5.980693003948545e-06
16142,concern,1,phase1,1,allocation,0,,0.0,0.0006906774360686
16142,concern,1,phase1,2,protection,121,0.0,0.0,2.0598532501026057e-05
16142,concern,1,phase1,3,integrated,45,0.0,0.0,0.0001324332115473
16142,concern,1,phase2,0,continuity,0,,0.0,0.0010920888744294
16142,concern,1,phase2,1,allocation,0,,0.0,0.0032324080821126
16142,concern,1,phase2,2,protection,121,0.7024793388429752,0.6666666666666666,0.1348721981048584
16142,concern,1,phase2,3,integrated,45,0.2444444444444444,0.0733333333333333,0.0488670580089092
16142,concern,1,phase3,0,continuity,0,,0.0,4.119491859455593e-05
16142,concern,1,phase3,1,allocation,0,,0.0,0.0014462658436968
16142,concern,1,phase3,2,protection,121,0.0,0.0,0.0019199772505089
16142,concern,1,phase3,3,integrated,45,0.0,0.0,0.0119821932166814
16142,concern,1,all_phases,0,continuity,0,,0.0,0.001222125836648
16142,concern,1,all_phases,1,allocation,0,,0.0,0.0041250474750995
16142,concern,1,all_phases,2,protection,121,0.7024793388429752,0.6666666666666666,0.1351970732212066
16142,concern,1,all_phases,3,integrated,45,0.2444444444444444,0.0733333333333333,0.0526338256895542
16142,concern,2,identity_role,0,continuity,0,,0.0,0.0
16142,concern,2,identity_role,1,allocation,0,,0.0,0.0
16142,concern,2,identity_role,2,protection,121,0.0,0.0,0.0
16142,concern,2,identity_role,3,integrated,45,0.0,0.0,0.0
16142,concern,2,beneficiary_role,0,continuity,0,,0.0,0.0
16142,concern,2,beneficiary_role,1,allocation,0,,0.0,0.0
16142,concern,2,beneficiary_role,2,protection,121,0.0,0.0,0.0
16142,concern,2,beneficiary_role,3,integrated,45,0.0,0.0,0.0
16142,concern,2,concern_context,0,continuity,0,,0.0,0.0
16142,concern,2,concern_context,1,allocation,0,,0.0,0.0
16142,concern,2,concern_context,2,protection,121,0.0,0.0,0.0
16142,concern,2,concern_context,3,integrated,45,0.0,0.0,0.0
16142,concern,2,entities,0,continuity,0,,0.0,0.0
16142,concern,2,entities,1,allocation,0,,0.0,0.0
16142,concern,2,entities,2,protection,121,0.0,0.0,0.0
16142,concern,2,entities,3,integrated,45,0.0,0.0,0.0
16142,concern,2,phase0,0,continuity,0,,0.0,0.0026937734801322
16142,concern,2,phase0,1,allocation,0,,0.0,0.0
16142,concern,2,phase0,2,protection,121,0.0,0.0,0.0
16142,concern,2,phase0,3,integrated,45,0.0,0.0,0.0
16142,concern,2,phase1,0,continuity,0,,0.0,0.0
16142,concern,2,phase1,1,allocation,0,,0.0,0.0129428226500749
16142,concern,2,phase1,2,protection,121,0.0,0.0,0.0
16142,concern,2,phase1,3,integrated,45,0.0,0.0,0.0
16142,concern,2,phase2,0,continuity,0,,0.0,0.0
16142,concern,2,phase2,1,allocation,0,,0.0,0.0
16142,concern,2,phase2,2,protection,121,1.0,0.8066666666666666,0.3474690020084381
16142,concern,2,phase2,3,integrated,45,0.0,0.0,0.0
16142,concern,2,phase3,0,continuity,0,,0.0,0.0
16142,concern,2,phase3,1,allocation,0,,0.0,0.0
16142,concern,2,phase3,2,protection,121,0.0,0.0,0.0
16142,concern,2,phase3,3,integrated,45,1.0,0.3,0.3404158055782318
16142,concern,2,all_phases,0,continuity,0,,0.0,0.0026937734801322
16142,concern,2,all_phases,1,allocation,0,,0.0,0.0129428226500749
16142,concern,2,all_phases,2,protection,121,1.0,0.8066666666666666,0.3474690020084381
16142,concern,2,all_phases,3,integrated,45,1.0,0.3,0.3404158055782318
