seed,rule_mode,kind,target,phase,state_idx,patch,conflict_n,base_gt_acc,cf_gt_acc,policy_follow_cf,policy_follow_cf_model,target_policy_change,non_target_policy_change,outcome_diff_n,outcome_closer_cf,outcome_mediation,model_output_shift,cf_model_gap
16205,compositional,factor,concern,2,0,matched_relation_token,901,0.5005549788475037,0.5049944519996643,0.5049944519996643,1.0,0.7166666984558105,0.09444444626569748,742,0.6832883954048157,0.04504111781716347,0.09667553007602692,0.09667553007602692
16205,compositional,factor,concern,2,0,random_norm_relation_token,901,0.5005549788475037,0.5049944519996643,0.20643730461597443,0.3928968012332916,0.01666666753590107,0.009166667237877846,742,0.44070079922676086,-0.12567654252052307,0.03318691998720169,0.09667553007602692
16206,compositional,factor,identity,0,0,matched_relation_token,894,0.991051435470581,0.9798657894134521,0.9798657894134521,1.0,0.7233333587646484,0.1527777761220932,894,0.9843400716781616,0.9013118743896484,0.4541287422180176,0.4541287422180176
16206,compositional,factor,identity,0,0,random_norm_relation_token,894,0.991051435470581,0.9798657894134521,0.19686800241470337,0.20022371411323547,0.17916667461395264,0.05166666954755783,894,0.7762863636016846,0.20477063953876495,0.12911240756511688,0.4541287422180176
16206,compositional,factor,beneficiary,1,0,matched_relation_token,873,0.9988545775413513,1.0,1.0,1.0,0.7291666865348816,0.1925000101327896,716,0.930167555809021,0.5243231654167175,0.10967186093330383,0.10967186093330383
16206,compositional,factor,beneficiary,1,0,random_norm_relation_token,873,0.9988545775413513,1.0,0.06987400352954865,0.06987400352954865,0.07750000059604645,0.03611111268401146,716,0.4818435609340668,-0.11837369948625565,0.07351303100585938,0.10967186093330383
16206,compositional,factor,concern,2,0,matched_relation_token,872,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.7266666889190674,0.08861111104488373,697,0.9139167666435242,0.4883590638637543,0.09320933371782303,0.09320933371782303
16206,compositional,factor,concern,2,0,random_norm_relation_token,872,0.9999999403953552,0.9999999403953552,0.01834862306714058,0.01834862306714058,0.034166667610406876,0.004999999888241291,697,0.4935437738895416,-0.09966287016868591,0.04974903166294098,0.09320933371782303
16207,compositional,factor,identity,0,0,matched_relation_token,888,0.9819819927215576,0.9842342734336853,0.9842342734336853,1.0,0.7150000333786011,0.17277778685092926,888,0.9898648858070374,0.8636770248413086,0.4192916452884674,0.4192916452884674
16207,compositional,factor,identity,0,0,random_norm_relation_token,888,0.9819819927215576,0.9842342734336853,0.282657653093338,0.2713963985443115,0.2708333432674408,0.12111111730337143,888,0.7297297716140747,0.19156400859355927,0.15087205171585083,0.4192916452884674
16207,compositional,factor,beneficiary,1,0,matched_relation_token,898,0.17928731441497803,0.18596883118152618,0.18596883118152618,1.0,0.6025000214576721,0.19083334505558014,735,0.6748299598693848,0.035224683582782745,0.20076750218868256,0.20076750218868256
16207,compositional,factor,beneficiary,1,0,random_norm_relation_token,898,0.17928731441497803,0.18596883118152618,0.2204899787902832,0.41870826482772827,0.3225000202655792,0.12000000476837158,735,0.4843537509441376,-0.1324194222688675,0.11740580201148987,0.20076750218868256
16207,compositional,factor,concern,2,0,matched_relation_token,910,0.6164835691452026,0.6142857670783997,0.6142857670783997,1.0,0.7408333420753479,0.09861111640930176,725,0.8717241883277893,0.39694643020629883,0.12026794999837875,0.12026794999837875
16207,compositional,factor,concern,2,0,random_norm_relation_token,910,0.6164835691452026,0.6142857670783997,0.16923077404499054,0.3054945170879364,0.125,0.02083333395421505,725,0.5448275804519653,-0.01837937720119953,0.04996531456708908,0.12026794999837875
16208,compositional,factor,identity,0,0,matched_relation_token,907,0.9757442474365234,0.9614112973213196,0.9614112973213196,1.0,0.7133333683013916,0.12222222238779068,907,0.9944873452186584,0.6921318173408508,0.31925496459007263,0.31925496459007263
16208,compositional,factor,identity,0,0,random_norm_relation_token,907,0.9757442474365234,0.9614112973213196,0.10033076256513596,0.12899670004844666,0.08666666597127914,0.041111111640930176,907,0.6284454464912415,0.08017528802156448,0.06824895739555359,0.31925496459007263
16208,compositional,factor,beneficiary,1,0,matched_relation_token,903,0.9822812676429749,0.9678848385810852,0.9678848385810852,1.0,0.7433333396911621,0.16250000894069672,715,0.7650349736213684,0.22264353930950165,0.18144167959690094,0.18144167959690094
16208,compositional,factor,beneficiary,1,0,random_norm_relation_token,903,0.9822812676429749,0.9678848385810852,0.055370986461639404,0.07198227941989899,0.05666666850447655,0.039722222834825516,715,0.559440553188324,-0.003063915530219674,0.048471324145793915,0.18144167959690094
16208,compositional,factor,concern,2,0,matched_relation_token,904,0.9966813921928406,0.9900442361831665,0.9900442361831665,1.0,0.753333330154419,0.09388889372348785,746,0.915549635887146,0.44245612621307373,0.0907125398516655,0.0907125398516655
16208,compositional,factor,concern,2,0,random_norm_relation_token,904,0.9966813921928406,0.9900442361831665,0.008849557489156723,0.008849557489156723,0.007500000298023224,0.021666666492819786,746,0.48927614092826843,-0.03833412751555443,0.02285732887685299,0.0907125398516655
16209,compositional,factor,identity,0,0,matched_relation_token,892,0.9966368079185486,0.9977579116821289,0.9977579116821289,1.0,0.7391666769981384,0.12638889253139496,892,1.0,0.923199474811554,0.4576328694820404,0.4576328694820404
16209,compositional,factor,identity,0,0,random_norm_relation_token,892,0.9966368079185486,0.9977579116821289,0.03475336357951164,0.03699551895260811,0.02500000037252903,0.034166667610406876,892,0.6278027296066284,0.0404876209795475,0.030633367598056793,0.4576328694820404
16209,compositional,factor,beneficiary,1,0,matched_relation_token,908,0.0022026430815458298,0.0033039646223187447,0.0033039646223187447,0.9999999403953552,0.7133333683013916,0.1805555671453476,730,0.44931507110595703,-1.0805439949035645,0.24248191714286804,0.24248191714286804
16209,compositional,factor,beneficiary,1,0,random_norm_relation_token,908,0.0022026430815458298,0.0033039646223187447,0.3149779736995697,0.3810572624206543,0.025833334773778915,0.03861111029982567,730,0.465753436088562,-0.1318480372428894,0.044066231697797775,0.24248191714286804
16209,compositional,factor,concern,2,0,matched_relation_token,911,0.9956092238426208,1.0,1.0,1.0,0.7675000429153442,0.08638889342546463,727,0.8858321905136108,0.4100247919559479,0.11850322037935257,0.11850322037935257
16209,compositional,factor,concern,2,0,random_norm_relation_token,911,0.9956092238426208,1.0,0.009879253804683685,0.009879253804683685,0.017500000074505806,0.008611110970377922,727,0.5708390474319458,0.009355772286653519,0.02895500883460045,0.11850322037935257
16210,compositional,factor,identity,0,0,matched_relation_token,917,0.9661940932273865,0.9640130400657654,0.9640130400657654,0.9999999403953552,0.7233333587646484,0.12305555492639542,917,0.9836422801017761,0.8119669556617737,0.40092623233795166,0.40092623233795166
16210,compositional,factor,identity,0,0,random_norm_relation_token,917,0.9661940932273865,0.9640130400657654,0.23555070161819458,0.24318428337574005,0.18666666746139526,0.029444444924592972,917,0.7022900581359863,0.17001701891422272,0.10643388330936432,0.40092623233795166
16210,compositional,factor,beneficiary,1,0,matched_relation_token,877,0.9486886858940125,0.9543899297714233,0.9543899297714233,1.0,0.7258333563804626,0.15916666388511658,700,0.854285717010498,0.3984701931476593,0.15660084784030914,0.15660084784030914
16210,compositional,factor,beneficiary,1,0,random_norm_relation_token,877,0.9486886858940125,0.9543899297714233,0.08209805935621262,0.09122006595134735,0.07500000298023224,0.04749999940395355,700,0.5857142806053162,0.015514880418777466,0.0497160367667675,0.15660084784030914
16210,compositional,factor,concern,2,0,matched_relation_token,887,0.997745156288147,0.9988725781440735,0.9988725781440735,0.9999999403953552,0.7366666793823242,0.0925000011920929,714,0.936974823474884,0.5381544828414917,0.1132424846291542,0.1132424846291542
16210,compositional,factor,concern,2,0,random_norm_relation_token,887,0.997745156288147,0.9988725781440735,0.02029312215745449,0.021420517936348915,0.015833333134651184,0.022777779027819633,714,0.45378151535987854,-0.10976829379796982,0.05722920969128609,0.1132424846291542
16211,compositional,factor,identity,0,0,matched_relation_token,891,0.9730640053749084,0.970819354057312,0.970819354057312,1.0,0.71833336353302,0.15166667103767395,891,0.988776683807373,0.83870530128479,0.3979007601737976,0.3979007601737976
16211,compositional,factor,identity,0,0,random_norm_relation_token,891,0.9730640053749084,0.970819354057312,0.252525269985199,0.24803592264652252,0.2266666740179062,0.07750000059604645,891,0.7070707678794861,0.1465991586446762,0.1351475864648819,0.3979007601737976
16211,compositional,factor,beneficiary,1,0,matched_relation_token,903,0.8859357833862305,0.8892580270767212,0.8892580270767212,1.0,0.6266666650772095,0.1711111217737198,748,0.7005347609519958,0.0699801966547966,0.1084885448217392,0.1084885448217392
16211,compositional,factor,beneficiary,1,0,random_norm_relation_token,903,0.8859357833862305,0.8892580270767212,0.230343297123909,0.29125139117240906,0.17416666448116302,0.0741666704416275,748,0.5721925497055054,0.010085399262607098,0.044987570494413376,0.1084885448217392
16211,compositional,factor,concern,2,0,matched_relation_token,885,0.9796610474586487,0.9830508828163147,0.9830508828163147,1.0,0.753333330154419,0.08583333343267441,705,0.8198581337928772,0.32017257809638977,0.1081850677728653,0.1081850677728653
16211,compositional,factor,concern,2,0,random_norm_relation_token,885,0.9796610474586487,0.9830508828163147,0.01355932280421257,0.014689265750348568,0.03166666626930237,0.020277777686715126,705,0.5531914830207825,0.0009350181207992136,0.03971223533153534,0.1081850677728653
16212,compositional,factor,identity,0,0,matched_relation_token,930,0.8365591764450073,0.8505376577377319,0.8505376577377319,1.0,0.5674999952316284,0.015833333134651184,930,0.926881730556488,0.5459669828414917,0.25068366527557373,0.25068366527557373
16212,compositional,factor,identity,0,0,random_norm_relation_token,930,0.8365591764450073,0.8505376577377319,0.3408602178096771,0.42580646276474,0.21916666626930237,0.03222222253680229,930,0.6709677577018738,0.09638555347919464,0.09367991983890533,0.25068366527557373
16212,compositional,factor,beneficiary,1,0,matched_relation_token,871,0.5683122873306274,0.5901262760162354,0.5901262760162354,1.0,0.1666666716337204,0.05194444581866264,714,0.3123249411582947,-0.29502686858177185,0.0329778790473938,0.0329778790473938
16212,compositional,factor,beneficiary,1,0,random_norm_relation_token,871,0.5683122873306274,0.5901262760162354,0.4351320266723633,0.7634902000427246,0.0625,0.03361111134290695,714,0.47759103775024414,-0.07632139325141907,0.020288242027163506,0.0329778790473938
16212,compositional,factor,concern,2,0,matched_relation_token,871,0.47531571984291077,0.543053925037384,0.543053925037384,1.0,0.699999988079071,0.07944444566965103,714,0.656862735748291,-0.10000113397836685,0.12212806940078735,0.12212806940078735
16212,compositional,factor,concern,2,0,random_norm_relation_token,871,0.47531571984291077,0.543053925037384,0.21354764699935913,0.3995407521724701,0.06000000238418579,0.02250000089406967,714,0.4005602300167084,-0.14456363022327423,0.04758578911423683,0.12212806940078735
16213,compositional,factor,identity,0,0,matched_relation_token,905,0.998894989490509,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.753333330154419,0.17750000953674316,905,0.9999999403953552,0.9145132303237915,0.4510817527770996,0.4510817527770996
