seed,factor,layer,phase,patch,conflict_n,follow,policy_change,outcome_change_mae
16152,beneficiary,1,1,own_plus_phase,388,0.9871134161949158,0.7680000066757202,0.2609492242336273
16152,beneficiary,1,1,cross_plus_phase,388,0.6082473993301392,0.4740000069141388,0.18083809316158295
16152,beneficiary,1,1,entities_plus_phase,388,0.6082473993301392,0.4740000069141388,0.1808331310749054
16152,beneficiary,1,1,shuffled_own_plus_phase,388,0.3840206265449524,0.5059999823570251,0.23370413482189178
16152,beneficiary,1,1,random_norm_own_plus_phase,388,0.02835051529109478,0.07199999690055847,0.10668723285198212
16152,beneficiary,1,3,own_role,277,0.018050542101264,0.01600000075995922,0.015720123425126076
16152,beneficiary,1,3,phase_only,277,0.9241877198219299,0.5180000066757202,0.05632461607456207
16152,beneficiary,1,3,own_plus_phase,277,1.0,0.5540000200271606,0.05531289428472519
16152,beneficiary,1,3,cross_plus_phase,277,0.9241877198219299,0.5180000066757202,0.056356217712163925
16152,beneficiary,1,3,entities_plus_phase,277,0.9422382712364197,0.5260000228881836,0.05621974915266037
16152,beneficiary,1,3,shuffled_own_plus_phase,277,0.3249097466468811,0.4320000112056732,0.16713714599609375
16152,beneficiary,1,3,random_norm_own_plus_phase,277,0.03971119225025177,0.1080000028014183,0.13660262525081635
16152,beneficiary,2,1,own_role,388,0.0,0.0,0.0
16152,beneficiary,2,1,phase_only,388,1.0,0.7760000228881836,0.2687949240207672
16152,beneficiary,2,1,own_plus_phase,388,1.0,0.7760000228881836,0.2687949240207672
16152,beneficiary,2,1,cross_plus_phase,388,1.0,0.7760000228881836,0.2687949240207672
16152,beneficiary,2,1,entities_plus_phase,388,1.0,0.7760000228881836,0.2687949240207672
16152,beneficiary,2,1,shuffled_own_plus_phase,388,0.36082473397254944,0.6600000262260437,0.3031846880912781
16152,beneficiary,2,1,random_norm_own_plus_phase,388,0.007731958758085966,0.03200000151991844,0.1530340313911438
16152,beneficiary,2,3,own_role,277,0.0,0.0,0.0
16152,beneficiary,2,3,phase_only,277,1.0,0.5540000200271606,0.055693529546260834
16152,beneficiary,2,3,own_plus_phase,277,1.0,0.5540000200271606,0.055693529546260834
16152,beneficiary,2,3,cross_plus_phase,277,1.0,0.5540000200271606,0.055693529546260834
16152,beneficiary,2,3,entities_plus_phase,277,1.0,0.5540000200271606,0.055693529546260834
16152,beneficiary,2,3,shuffled_own_plus_phase,277,0.2779783308506012,0.7480000257492065,0.27861130237579346
16152,beneficiary,2,3,random_norm_own_plus_phase,277,0.03249097615480423,0.05000000074505806,0.13830921053886414
16152,concern,0,2,own_role,351,1.0,0.7020000219345093,0.3080828785896301
16152,concern,0,2,phase_only,351,0.0,0.0,0.0
16152,concern,0,2,own_plus_phase,351,1.0,0.7020000219345093,0.3080828785896301
16152,concern,0,2,cross_plus_phase,351,0.0,0.0,0.0
16152,concern,0,2,entities_plus_phase,351,0.0,0.0,0.0
16152,concern,0,2,shuffled_own_plus_phase,351,0.5099714994430542,0.3580000102519989,0.15616855025291443
16152,concern,0,2,random_norm_own_plus_phase,351,0.01994301937520504,0.024000000208616257,0.049765657633543015
16152,concern,0,3,own_role,137,1.0,0.27399998903274536,0.2871019244194031
16152,concern,0,3,phase_only,137,0.0,0.0,0.0
16152,concern,0,3,own_plus_phase,137,1.0,0.27399998903274536,0.2871019244194031
16152,concern,0,3,cross_plus_phase,137,0.0,0.0,0.0
16152,concern,0,3,entities_plus_phase,137,0.0,0.0,0.0
16152,concern,0,3,shuffled_own_plus_phase,137,0.5182482004165649,0.1420000046491623,0.148283451795578
16152,concern,0,3,random_norm_own_plus_phase,137,0.014598540030419827,0.006000000052154064,0.028008637949824333
16152,concern,1,2,own_role,351,0.12820513546466827,0.10999999940395355,0.05725770816206932
16152,concern,1,2,phase_only,351,0.8945869207382202,0.6420000195503235,0.3063754439353943
16152,concern,1,2,own_plus_phase,351,1.0,0.7020000219345093,0.3080299496650696
16152,concern,1,2,cross_plus_phase,351,0.8945869207382202,0.6420000195503235,0.3063960075378418
16152,concern,1,2,entities_plus_phase,351,0.8945869207382202,0.6420000195503235,0.30727431178092957
16152,concern,1,2,shuffled_own_plus_phase,351,0.43304842710494995,0.414000004529953,0.1859840452671051
16152,concern,1,2,random_norm_own_plus_phase,351,0.022792022675275803,0.019999999552965164,0.08961529284715652
16152,concern,1,3,own_role,137,0.021897809579968452,0.006000000052154064,0.010896935127675533
16152,concern,1,3,phase_only,137,0.9781022071838379,0.2680000066757202,0.28776293992996216
16152,concern,1,3,own_plus_phase,137,1.0,0.27399998903274536,0.28838425874710083
16152,concern,1,3,cross_plus_phase,137,0.9781022071838379,0.2680000066757202,0.2878669202327728
16152,concern,1,3,entities_plus_phase,137,0.970802903175354,0.26600000262260437,0.28739574551582336
16152,concern,1,3,shuffled_own_plus_phase,137,0.45985400676727295,0.35199999809265137,0.16803815960884094
16152,concern,1,3,random_norm_own_plus_phase,137,0.0,0.041999999433755875,0.08598960936069489
16152,concern,2,2,own_role,351,0.0,0.0,0.0
16152,concern,2,2,phase_only,351,1.0,0.7020000219345093,0.3080828785896301
16152,concern,2,2,own_plus_phase,351,1.0,0.7020000219345093,0.3080828785896301
16152,concern,2,2,cross_plus_phase,351,1.0,0.7020000219345093,0.3080828785896301
16152,concern,2,2,entities_plus_phase,351,1.0,0.7020000219345093,0.3080828785896301
16152,concern,2,2,shuffled_own_plus_phase,351,0.37037035822868347,0.5479999780654907,0.3078587055206299
16152,concern,2,2,random_norm_own_plus_phase,351,0.0,0.00800000037997961,0.14017529785633087
16152,concern,2,3,own_role,137,0.0,0.0,0.0
16152,concern,2,3,phase_only,137,1.0,0.27399998903274536,0.2871019244194031
16152,concern,2,3,own_plus_phase,137,1.0,0.27399998903274536,0.2871019244194031
16152,concern,2,3,cross_plus_phase,137,1.0,0.27399998903274536,0.2871019244194031
16152,concern,2,3,entities_plus_phase,137,1.0,0.27399998903274536,0.2871019244194031
16152,concern,2,3,shuffled_own_plus_phase,137,0.29197078943252563,0.7239999771118164,0.30051207542419434
16152,concern,2,3,random_norm_own_plus_phase,137,0.014598540030419827,0.012000000104308128,0.10315369069576263
