seed,factor,phase,patch,conflict_n,policy_follow,policy_change,outcome_diff_n,outcome_closer_cf,outcome_mediation,model_output_shift,cf_model_gap
16162,identity,0,phase_only,376,0.0,0.0,376,0.5186170339584351,-0.00011847596033476293,0.0007644783472642303,0.465763121843338
16162,identity,0,role_phase,376,0.0,0.0,376,0.4973404109477997,-0.001113240490667522,0.003203009022399783,0.465763121843338
16162,identity,0,entities_phase,376,0.9893617033958435,0.7440000176429749,376,1.0,0.9548683166503906,0.46546685695648193,0.465763121843338
16162,identity,0,full_relation_coalition,376,0.9973404407501221,0.75,376,1.0,0.9555268883705139,0.4658556878566742,0.465763121843338
16162,identity,0,shuffled_full,376,0.34840425848960876,0.6159999966621399,376,0.6489361524581909,0.2841013967990875,0.3538733422756195,0.465763121843338
16162,identity,0,random_norm_full,376,0.005319148767739534,0.014000000432133675,376,0.5984042286872864,0.010717266239225864,0.0313214510679245,0.465763121843338
16162,identity,3,role_only,233,0.28326180577278137,0.17399999499320984,0,,,0.04059811681509018,0.06962994486093521
16162,identity,3,entities_only,233,0.3862660825252533,0.25600001215934753,0,,,0.08715895563364029,0.06962994486093521
16162,identity,3,phase_only,233,0.0,0.0,0,,,0.0028297225944697857,0.06962994486093521
16162,identity,3,role_phase,233,0.278969943523407,0.17000000178813934,0,,,0.04089567810297012,0.06962994486093521
16162,identity,3,entities_phase,233,0.3862660825252533,0.25600001215934753,0,,,0.08720557391643524,0.06962994486093521
16162,identity,3,full_relation_coalition,233,0.8927038908004761,0.44600000977516174,0,,,0.07526259869337082,0.06962994486093521
16162,identity,3,shuffled_full,233,0.2446351945400238,0.7319999933242798,0,,,0.3284918963909149,0.06962994486093521
16162,identity,3,random_norm_full,233,0.04721030220389366,0.03400000184774399,0,,,0.06040361151099205,0.06962994486093521
16162,beneficiary,1,role_only,351,0.0,0.0,327,0.571865439414978,0.009749402292072773,0.015546640381217003,0.22755008935928345
16162,beneficiary,1,entities_only,351,1.0,0.7020000219345093,327,0.9449541568756104,0.6161282062530518,0.22368542850017548,0.22755008935928345
16162,beneficiary,1,phase_only,351,0.0,0.0,327,0.5045871734619141,-0.002798374043777585,0.01224587019532919,0.22755008935928345
16162,beneficiary,1,role_phase,351,0.0,0.0,327,0.5443425178527832,0.007541850209236145,0.019812913611531258,0.22755008935928345
16162,beneficiary,1,entities_phase,351,1.0,0.7020000219345093,327,0.963302731513977,0.6150087118148804,0.22288526594638824,0.22755008935928345
16162,beneficiary,1,full_relation_coalition,351,1.0,0.7020000219345093,327,0.9724770784378052,0.628852128982544,0.22113996744155884,0.22755008935928345
16162,beneficiary,1,shuffled_full,351,0.3361823260784149,0.5879999995231628,327,0.4587155878543854,-0.5857226848602295,0.31465867161750793,0.22755008935928345
16162,beneficiary,1,random_norm_full,351,0.06267806142568588,0.10000000149011612,327,0.4984709620475769,-0.09340447187423706,0.11550822854042053,0.22755008935928345
16162,beneficiary,3,role_only,291,0.03780068829655647,0.0560000017285347,0,,,0.03476531431078911,0.07326944172382355
16162,beneficiary,3,entities_only,291,0.4845360815525055,0.36399999260902405,0,,,0.08397611975669861,0.07326944172382355
16162,beneficiary,3,phase_only,291,0.0,0.0,0,,,0.0027598871383816004,0.07326944172382355
16162,beneficiary,3,role_phase,291,0.04467353969812393,0.05999999865889549,0,,,0.035093240439891815,0.07326944172382355
16162,beneficiary,3,entities_phase,291,0.4845360815525055,0.3619999885559082,0,,,0.08396308124065399,0.07326944172382355
16162,beneficiary,3,full_relation_coalition,291,0.6323024034500122,0.4059999883174896,0,,,0.08326158672571182,0.07326944172382355
16162,beneficiary,3,shuffled_full,291,0.18900343775749207,0.6940000057220459,0,,,0.3301719129085541,0.07326944172382355
16162,beneficiary,3,random_norm_full,291,0.03780068829655647,0.07599999755620956,0,,,0.0793994814157486,0.07326944172382355
16162,concern,2,role_only,393,0.0025445292703807354,0.0020000000949949026,371,0.3207547068595886,-0.0005532869254238904,0.0011479768436402082,0.262844979763031
16162,concern,2,entities_only,393,0.0025445292703807354,0.0020000000949949026,371,0.5336927175521851,-0.007636931259185076,0.0035309067461639643,0.262844979763031
16162,concern,2,phase_only,393,1.0,0.7860000133514404,371,0.9811320900917053,0.7635685801506042,0.26586639881134033,0.262844979763031
16162,concern,2,role_phase,393,1.0,0.7860000133514404,371,0.9811320900917053,0.7632861733436584,0.2657169997692108,0.262844979763031
16162,concern,2,entities_phase,393,1.0,0.7860000133514404,371,0.9811320900917053,0.7627269625663757,0.2651214003562927,0.262844979763031
16162,concern,2,full_relation_coalition,393,1.0,0.7860000133514404,371,0.9811320900917053,0.762453556060791,0.2649776041507721,0.262844979763031
