seed,factor,phase,patch,conflict_n,policy_follow,policy_change,outcome_diff_n,outcome_closer_cf,outcome_mediation,model_output_shift,cf_model_gap
16164,beneficiary,1,entities_phase,370,1.0,0.7400000095367432,347,0.9884726405143738,0.735454797744751,0.24207903444766998,0.24177873134613037
16164,beneficiary,1,full_relation_coalition,370,1.0,0.7400000095367432,347,0.9884726405143738,0.7356184124946594,0.2417648285627365,0.24177873134613037
16164,beneficiary,1,shuffled_full,370,0.3567567467689514,0.6060000061988831,347,0.42363113164901733,-0.4996357262134552,0.3427923321723938,0.24177873134613037
16164,beneficiary,1,random_norm_full,370,0.05675675719976425,0.07999999821186066,347,0.5158501267433167,-0.054730698466300964,0.09707025438547134,0.24177873134613037
16164,beneficiary,3,role_only,289,0.0,0.0,0,,,0.001529434695839882,0.052061691880226135
16164,beneficiary,3,entities_only,289,1.0,0.578000009059906,0,,,0.05171063169836998,0.052061691880226135
16164,beneficiary,3,phase_only,289,0.0,0.0,0,,,0.0034625648986548185,0.052061691880226135
16164,beneficiary,3,role_phase,289,0.0,0.0,0,,,0.0039747715927660465,0.052061691880226135
16164,beneficiary,3,entities_phase,289,1.0,0.578000009059906,0,,,0.051825352013111115,0.052061691880226135
16164,beneficiary,3,full_relation_coalition,289,1.0,0.578000009059906,0,,,0.0519043393433094,0.052061691880226135
16164,beneficiary,3,shuffled_full,289,0.23529411852359772,0.6899999976158142,0,,,0.2808694541454315,0.052061691880226135
16164,beneficiary,3,random_norm_full,289,0.05190311372280121,0.08799999952316284,0,,,0.05095428228378296,0.052061691880226135
16164,concern,2,role_only,392,0.9642857313156128,0.7559999823570251,374,0.9919785857200623,0.7819072008132935,0.2678772211074829,0.2599267065525055
16164,concern,2,entities_only,392,0.0,0.0,374,0.3021390438079834,-0.0010237672831863165,0.0009427470504306257,0.2599267065525055
16164,concern,2,phase_only,392,0.0357142873108387,0.02800000086426735,374,0.36631014943122864,-0.025043737143278122,0.029408864676952362,0.2599267065525055
16164,concern,2,role_phase,392,1.0,0.7839999794960022,374,0.9919785857200623,0.8166694045066833,0.26163795590400696,0.2599267065525055
16164,concern,2,entities_phase,392,0.0357142873108387,0.02800000086426735,374,0.36631014943122864,-0.027128439396619797,0.029715469107031822,0.2599267065525055
16164,concern,2,full_relation_coalition,392,1.0,0.7839999794960022,374,0.9919785857200623,0.8163677453994751,0.26145535707473755,0.2599267065525055
16164,concern,2,shuffled_full,392,0.37244898080825806,0.5920000076293945,374,0.5026738047599792,-0.36117202043533325,0.332940936088562,0.2599267065525055
16164,concern,2,random_norm_full,392,0.010204081423580647,0.00800000037997961,374,0.5160427689552307,0.023215454071760178,0.05059259012341499,0.2599267065525055
16164,concern,3,role_only,109,0.8348624110221863,0.18799999356269836,374,0.9572192430496216,0.6978037357330322,0.24892614781856537,0.24334274232387543
16164,concern,3,entities_only,109,0.0,0.0,374,0.2860962450504303,-0.0035568580497056246,0.001518583158031106,0.24334274232387543
16164,concern,3,phase_only,109,0.20183485746383667,0.05000000074505806,374,0.38770052790641785,-0.040467943996191025,0.018358193337917328,0.24334274232387543
16164,concern,3,role_phase,109,1.0,0.21799999475479126,374,0.9625668525695801,0.713779628276825,0.24361805617809296,0.24334274232387543
16164,concern,3,entities_phase,109,0.20183485746383667,0.05000000074505806,374,0.3502673804759979,-0.04395199194550514,0.019161459058523178,0.24334274232387543
16164,concern,3,full_relation_coalition,109,1.0,0.21799999475479126,374,0.9625668525695801,0.715427815914154,0.24297073483467102,0.24334274232387543
16164,concern,3,shuffled_full,109,0.3486238420009613,0.7080000042915344,374,0.4732620418071747,-0.5660122632980347,0.3267136514186859,0.24334274232387543
16164,concern,3,random_norm_full,109,0.0458715595304966,0.014000000432133675,374,0.5427807569503784,-0.004250963684171438,0.042847249656915665,0.24334274232387543
