seed,layer,token,factor_a,factor_b,projection_overlap,min_angle_deg,mean_angle_deg
16132,0,cls,identity,beneficiary,1.0,0.0,0.0
16132,0,cls,identity,concern,1.0,0.0,0.0
16132,0,cls,beneficiary,concern,1.0,0.0,0.0
16132,0,entity0,identity,beneficiary,1.0,0.0,0.0
16132,0,entity0,identity,concern,1.0,0.0,0.0
16132,0,entity0,beneficiary,concern,1.0,0.0,0.0
16132,0,entity1,identity,beneficiary,1.0,0.0,0.0
16132,0,entity1,identity,concern,1.0,0.0,0.0
16132,0,entity1,beneficiary,concern,1.0,0.0,0.0
16132,0,identity_role,identity,beneficiary,0.04197278344606577,73.76108621312636,79.70702765879064
16132,0,identity_role,identity,concern,0.04197278344606577,73.76108621312636,79.70702765879064
16132,0,identity_role,beneficiary,concern,1.0,0.0,0.0
16132,0,beneficiary_role,identity,beneficiary,0.03050892417194831,78.1048074288375,80.14040318055308
16132,0,beneficiary_role,identity,concern,1.0,0.0,0.0
16132,0,beneficiary_role,beneficiary,concern,0.03050892417194831,78.1048074288375,80.14040318055308
16132,0,concern_context,identity,beneficiary,1.0,0.0,0.0
16132,0,concern_context,identity,concern,1.0,0.0,0.0
16132,0,concern_context,beneficiary,concern,1.0,0.0,0.0
16132,0,query,identity,beneficiary,1.0,0.0,0.0
16132,0,query,identity,concern,1.0,0.0,0.0
16132,0,query,beneficiary,concern,1.0,0.0,0.0
16132,1,cls,identity,beneficiary,0.8002815063453874,7.5896167751350765,22.881949516115842
16132,1,cls,identity,concern,0.2579986501808346,44.864280714922586,64.08010129955467
16132,1,cls,beneficiary,concern,0.29109291497130424,44.91501648619019,59.20551629440263
16132,1,entity0,identity,beneficiary,0.23277533502984243,49.701848290491604,63.573906795186275
16132,1,entity0,identity,concern,0.05886285121020326,69.9334248730816,79.96666551445911
16132,1,entity0,beneficiary,concern,0.14355685466078366,60.183035376424534,69.33216989766116
16132,1,entity1,identity,beneficiary,0.35126093264264596,35.39562360287267,57.076093380551924
16132,1,entity1,identity,concern,0.13821419161166565,59.098453294337794,71.31646317622545
16132,1,entity1,beneficiary,concern,0.29805855228826306,54.39826688855793,56.96138243001816
16132,1,identity_role,identity,beneficiary,0.012969606342196445,81.53209794220633,83.89599108285194
16132,1,identity_role,identity,concern,0.006934411123313361,83.64903209248594,85.66674815441453
16132,1,identity_role,beneficiary,concern,0.21878259849736964,56.09861201477761,62.633686681388966
16132,1,beneficiary_role,identity,beneficiary,0.053152424068200435,71.92150382029187,78.09022356432541
16132,1,beneficiary_role,identity,concern,0.03732995668411494,76.44000839461934,79.18711668027098
16132,1,beneficiary_role,beneficiary,concern,0.020844780397924215,78.38483882230362,83.21950085251626
16132,1,concern_context,identity,beneficiary,0.815390583390821,9.270776832030327,22.568284265948172
16132,1,concern_context,identity,concern,0.23191455713743828,58.809434772656736,61.279581505022776
16132,1,concern_context,beneficiary,concern,0.19917291762704503,55.50190094507713,64.66567878998535
16132,1,query,identity,beneficiary,0.504419610638043,27.66568220602455,44.694343205174356
16132,1,query,identity,concern,0.1013924054163147,63.68598861419036,74.570653494322
16132,1,query,beneficiary,concern,0.15055408200319315,57.014818459082456,71.53920301433746
16132,2,cls,identity,beneficiary,0.46337954221120325,30.440940381783495,47.54015184284734
16132,2,cls,identity,concern,0.4011005284410335,40.39946870166076,51.13597934918805
16132,2,cls,beneficiary,concern,0.29986609405707126,41.16739951308593,60.34728541144288
16132,2,entity0,identity,beneficiary,0.8499346145436664,14.50805298249756,21.83267254170501
16132,2,entity0,identity,concern,0.020535715257543177,78.33428311544864,83.77637238346045
16132,2,entity0,beneficiary,concern,0.046637739406366806,75.97616795292727,77.63166875409263
16132,2,entity1,identity,beneficiary,0.8318685022059652,16.87823958762148,23.504082502501284
16132,2,entity1,identity,concern,0.22772711322721054,47.56580103080384,68.40277133965986
16132,2,entity1,beneficiary,concern,0.15875714382880313,58.545440939132476,68.13415722387575
16132,2,identity_role,identity,beneficiary,0.08409709813737216,70.94576575477328,73.28660509718775
16132,2,identity_role,identity,concern,0.011978635581917453,81.13037668259548,85.1768191256792
16132,2,identity_role,beneficiary,concern,0.21058330416429077,52.56162554120524,64.71500234609907
16132,2,beneficiary_role,identity,beneficiary,0.16449639598848098,56.25900407423668,69.01565705310745
16132,2,beneficiary_role,identity,concern,0.32567980676886066,36.8295736563727,60.448327797670785
16132,2,beneficiary_role,beneficiary,concern,0.02167097135198272,79.91224810872944,81.72563356596372
16132,2,concern_context,identity,beneficiary,0.777168713656861,14.733488844618583,26.42408874838565
16132,2,concern_context,identity,concern,0.17277864224189954,55.5450255816385,68.18044329083975
16132,2,concern_context,beneficiary,concern,0.10508036190882267,62.71728637022046,76.1618562335318
16132,2,query,identity,beneficiary,0.3185992449318372,43.56778362093638,56.99821234517424
16132,2,query,identity,concern,0.0693981759720754,68.84465436243744,76.769715792285
