run_id,condition,seed,started_utc,finished_utc,elapsed_s,source_sha256,status,error
unified_multitask_seed16122,unified_multitask,16122,2026-07-12T01:17:59.943212+00:00,2026-07-12T01:18:20.364164+00:00,20.420953512191772,c0b581d5a190b2558fe875a37b53cabc7303e4433664bf64dfc1a41e17bed2dd,completed,
